artist_name,biography,listeners,playcount,similar_artists
Djeff," <a href=""https://www.last.fm/music/Djeff"">Read more on Last.fm</a>",7896,29726,"['Dotorado Pro', 'Mobbers', 'Landrick', 'Ingomblock', 'TRX Music']"
Nindja," <a href=""https://www.last.fm/music/Nindja"">Read more on Last.fm</a>",1011,5260,"['DJ Paparazzi', 'Jennifer Dias', 'Mika Mendes', 'Elji Beatzkilla', 'G-Amado']"
Eugy Official," <a href=""https://www.last.fm/music/Eugy+Official"">Read more on Last.fm</a>",15147,88830,"['Eugy', 'JZyNO', 'JT Suavé', 'Gio SBG', 'Geko']"
Magic System,"Magic System is a musical group from Abidjan in the Côte d'Ivoire (Ivory Coast), founded in 1996, featuring Salif ""Asalfo"" Traoré, Narcisse ""Goude"" Sadoua, Etienne ""Tino"" Boué Bi, and Adama ""Manadja"" Fanny.

Magic System's recordings, in the Zouglou dance style, have featured in the charts throughout Africa (selling over 1.5 million CDs), the West Indies and in France, where the band became one of the most popular modern African artists.

 <a href=""https://www.last.fm/music/Magic+System"">Read more on Last.fm</a>",214887,1863670,"['Logobi GT', 'Tiken Jah Fakoly', 'Tam Sir', 'Amadou & Mariam', ""Youssou N'Dour""]"
Denis Graça,"Born on February 5, in the island of São Vicente, Cabo Verde, Denis Graça
discovered his musical talents at just six years old when he began singing for
fun. At eleven, he immigrated with his mother to the Netherlands where he
formed an R&B group with two other contenders.
It wasn't too long until his talent was noted by the Cape Verdean group
sensation Splash, becoming later a member. Denis also participated in
numerous musical projects such as Lusodance, Venus, and Cap Sol, <a href=""https://www.last.fm/music/Denis+Gra%C3%A7a"">Read more on Last.fm</a>",4867,45408,"['Neuza', 'Mika Mendes', 'Atim', 'Nilton Ramalho', 'Chelsy Shantel']"
Kaysha,"Kaysha is a French-based musician originally from the Democratic Republic of Congo (his family emigrated to France when he was seven years old).  His music is a blend of styles such as kizomba, rhumba, zouglou, zouk, zouk love, calypso, rnb, and hip hop.

Kaysha is also a successful music producer, having produced songs for some of the best-known artists on the Afro-Caribbean scene, including Passi, Solaar, Jacob Desvarieux, Soumia, Lynnsha, Elizio, and Ludo. <a href=""https://www.last.fm/music/Kaysha"">Read more on Last.fm</a>",124136,1249989,"['Nelson Freitas', 'Marvin', 'Fanny J', 'Kim', 'Badoxa']"
London Afrobeat Collective,"Bringing afrobeat dancing into the 21st Century, festival favourites London Afrobeat Collective blend the best of Fela Kuti's original philosophy with a world of diverse current sounds. Their Glastonbury 2011 appearances came courtesy of a personal invitation from Michael Eavis and they count DJ Craig Charles and indie rockers Bombay Bicycle Club amongst their champions. LAC’s explosive mix of roots afrobeat, heavy funk bass, psych-rock and jazzy horns is a modern, international sound which is winning them new fans every day. <a href=""https://www.last.fm/music/London+Afrobeat+Collective"">Read more on Last.fm</a>",3612,23775,"['Jaribu Afrobeat Arkestra', 'Fanga', 'Inemo', 'Afrodizz', 'Music Is the Weapon']"
Nubiyan Twist,"Nubiyan Twist play an upbeat blend of groove driven music with a powerful horn section, soulful female vocals/mc'ing, live dubs/ electronics, turntablism and an explosive rhythm section stretching from Brazil to the UK.

Nubiyan Twist are a Leeds born, London based musical collective. Orchestrated by guitarist/producer Tom Excell, they create a unique, infectious sound in an eclectic mix of styles, drawing on jazz, hip-hop, afrobeat, latin, soul, reggae and dance music. <a href=""https://www.last.fm/music/Nubiyan+Twist"">Read more on Last.fm</a>",103311,912671,"['Blue Lab Beats', 'Ashley Henry', 'Moses Boyd', 'Ezra Collective', 'Nubya Garcia']"
Tó Semedo," <a href=""https://www.last.fm/music/T%C3%B3+Semedo"">Read more on Last.fm</a>",3442,34215,"['Denis Graça', 'Mika Mendes', 'Ricky Boy', 'G-Amado', 'Neuza']"
MDO (Menino de Ouro)," <a href=""https://www.last.fm/music/MDO+(Menino+de+Ouro)"">Read more on Last.fm</a>",1134,7974,"['Edgar Domingos', 'Helio Baiano', 'Mr. Carly', 'Soarito', 'DREAM BOYZ']"
Christian Lyd," <a href=""https://www.last.fm/music/Christian+Lyd"">Read more on Last.fm</a>",656,2637,"['Jay Oliver', 'Kappalifha', 'Cláudio Ismael', 'Daduh King', 'Nuno Abdul']"
Joey B,"Darryl Paa Kwesi Bannerman-Martin (born 20 August 1989), known under the stage name Joey B, is a Ghanaian hip hop recording artist. He is well known for his single ""Tonga"". Joey B has collaborated with artistes such as Sarkodie, EL, Fuse ODG, Edem and many others. The rapper's music has been influenced by several artistes such as Kanye West and Kid Cudi. <a href=""https://www.last.fm/music/Joey+B"">Read more on Last.fm</a>",11622,101412,"['Kwesi Arthur', 'Omar Sterling', 'Pappy KoJo', 'Kofi Mole', 'La Même Gang']"
Kofi Kinaata," <a href=""https://www.last.fm/music/Kofi+Kinaata"">Read more on Last.fm</a>",2436,47886,"['Fameye', 'Kuami Eugene', 'King Paluta', 'Amerado', 'SHATTA WALE']"
DJ Xclusive," <a href=""https://www.last.fm/music/DJ+Xclusive"">Read more on Last.fm</a>",5175,26955,"['CDQ', 'Reminisce', 'DJ Jimmy Jatt', 'Dr Sid', 'Larry Gaaga']"
Julian Dj," <a href=""https://www.last.fm/music/Julian+Dj"">Read more on Last.fm</a>",2432,10973,"['Dark E', 'Tatarola', 'JDX', 'Black Identity', 'DJ Ghost']"
Ric Hassani," <a href=""https://www.last.fm/music/Ric+Hassani"">Read more on Last.fm</a>",26199,277922,"['SKN The Divine', 'Wurld', 'Toby Grey', 'Fiokee', 'Jipo']"
Dr. Paa Bobo," <a href=""https://www.last.fm/music/Dr.+Paa+Bobo"">Read more on Last.fm</a>",622,3046,"['Amakye Dede', 'Daddy Lumba', 'Oheneba Kissi', 'Daasebre Gyamenah', 'Ofori Amponsah']"
Kcee," <a href=""https://www.last.fm/music/Kcee"">Read more on Last.fm</a>",25441,183733,"['Flavour', 'Timaya', ""D'Banj"", 'Olamide', 'P-Square']"
Kataleya," <a href=""https://www.last.fm/music/Kataleya"">Read more on Last.fm</a>",3061,19027,"['Claudio Ismael', 'Landrick', 'Yudi Fox', 'G-Amado', 'Djodje']"
Staff Paulo," <a href=""https://www.last.fm/music/Staff+Paulo"">Read more on Last.fm</a>",2164,9943,"['Gaia Beat', 'Homeboyz Muzik', 'Dotorado Pro', 'Nerú Americano', 'Leo beatz']"
B4,"There are five artists using the name B4.

1) B4 is a group playing improvised music. It has been found in 1998 as an ethno - ambient duo. Through the years it transformed to actual team. Also music turned more to the psychedelic - noise - minimalistic - free - acid - we dont know...

2) B4 is also a nu-skool breakbeat DJ currently residing in the UK.

3) A project of progressive trance producer Laurent Veronnez (aka Airwave), together with Marnik Braeckeveld. <a href=""https://www.last.fm/music/B4"">Read more on Last.fm</a>",15971,110676,"['Boy Teddy', 'Master Jake', 'C4 Pedro', 'Juvencio Luyiz', 'KARMASMATIK']"
Kwaisey Pee,"Akwasi Opoku a.k.a. Kwaisey P was born to the legendary highlife artist, Agyeiku, in Ghana. He has played with various bands like Jewel's Ackah's Butterfly Six and Nana Tuffour's Sikadwa Band.

Akwasi Opoku took a trip with his father to the United Kingdom in the late 90's and the experiences there made him take music more seriously than before.

He released his first album 'Krokro Me' in 2002 and later on 'Nyane Me' (2006), which album includes his father as a featuring artist. <a href=""https://www.last.fm/music/Kwaisey+Pee"">Read more on Last.fm</a>",497,3393,"['Kojo Antwi', 'Daasebre Gyamenah', 'Daddy Lumba', 'Oheneba Kissi', 'Obrafour']"
Maleek Berry,"Maleek Shoyebi, professionally known as Maleek Berry, is a British-Nigerian record producer and recording artist. After his break into the spotlight in 2012, Maleek Berry was nominated in the ""Music Producer of the Year"" category at the 2014 Nigeria Entertainment Awards <a href=""https://www.last.fm/music/Maleek+Berry"">Read more on Last.fm</a>",91765,903615,"['Tekno', 'Davido', 'Mr Eazi', 'RUNTOWN', 'Burna Boy']"
Anselmo Ralph,"Anselmo Ralph Andrade Lamb (born 1981 in Luanda, Angola), better known as Anselmo Ralph, is a singer of R&B, Soul and Kizomba. Ralph attended school in Angola, then emigrated to New York to finish school where he majored in accounting in college.
A former member of an alternative rock band from New York, Anselmo began making projects as a solo artist. In January 2006 he released his first album titled ""Love Stories"". That year he was nominated by the Channel O Music Video Awards in the ""Best R & B"" and ""Best Director"" categories <a href=""https://www.last.fm/music/Anselmo+Ralph"">Read more on Last.fm</a>",33442,459995,"['Badoxa', 'Nelson Freitas', 'Anna Joyce', 'C4 Pedro', 'Landrick']"
Yemi Alade,"Yemi Eberechi Alade (born 13 March 1989), simply known as Yemi Alade, is a Nigerian Afropop singer and songwriter. She gained prominence after winning the Peak Talent Show in 2009, and is best known for her hit single ""Johnny"". <a href=""https://www.last.fm/music/Yemi+Alade"">Read more on Last.fm</a>",57266,673629,"['LoJay', 'Tiwa Savage', 'P-Square', 'NINIOLA', 'Skales']"
Yasmine,"*Yasmine (born Antwerp March 3, 1972 - june 25, 2009) was a Flemish singer who sang in Dutch. Her real name is Hilde Rens.  Yasmine released her first CD (Mooi zo) in 1991. She has made various adaptations of Leonard Cohen songs, translated into Dutch. She was also one of two hosts of the VRT's De rode Loper on één. After some severe personal issues, not in the least the break up with her wife Marianne Dupon, at the end of april 2009, she decided to end her life in june of the same year.  <a href=""https://www.last.fm/music/Yasmine"">Read more on Last.fm</a>",23188,238823,"['Ann Christy', ""Mama's Jasje"", 'Liliane Saint-Pierre', 'Will Tura', 'Sabien Tiels']"
Nelson Freitas,"Nelson Freitas is born and raised in the Netherlands, with creativity and talent he constantly tries to refresh the world of Zouk music.

Barely a teenager, Freitas learned to entertain through the art of hip-hop and throughout the years the flexibility of his talent allowed him to flow with changing vibes of the music industry. Once a break-dancer, then the front man of the infamous group Quatro Plus, a producer, a writer, a singer, engineer and now he is the owner of GhettoZouk Music <a href=""https://www.last.fm/music/Nelson+Freitas"">Read more on Last.fm</a>",60658,667766,"['Badoxa', 'Anselmo Ralph', 'Kaysha', 'Djodje', 'Anna Joyce']"
Tabanka Djaz," <a href=""https://www.last.fm/music/Tabanka+Djaz"">Read more on Last.fm</a>",2977,29176,"['Zé Manel', 'Jose Carlos Schwarz', 'José Carlos Schwarz & Le Cobiana Djazz', 'Ivan Alekxei', 'Kyaku Kyadaff']"
Dj Maphorisa,"Themba Sekowe (born 15 November 1987), known professionally as DJ Maphorisa,is a South African DJ, record producer, singer, and songwriter.As a record producer with a blend of house music, amapiano and afropop, he has worked with and has received production credits from several notable artists, including Wizkid, Sizwe Alakine, Kwesta, Uhuru, Drake, Black Coffee, Major Lazer, Runtown, C4 Pedro, TRESOR, Kabza De Small , Era Istrefi, Mpura, Young Stunna, Killer Kau. <a href=""https://www.last.fm/music/Dj+Maphorisa"">Read more on Last.fm</a>",28485,323894,"['Kabza De Small', 'Dlala Thukzin', 'Uncle Waffles', 'De Mthuda', 'Sun-El Musician']"
P-Square,"P-Square, a musical group of indentical twins, Peter and Paul Okoye. The duo began their music and entertainment career mimming and dancing in various shows and church events in Jos, Plateau State, Nigeria where they grew up. In 2001, while at the University of Abuja, at a talent show competition they won the ""Golden Tones - up & Coming Band"" competition with the track ""Kolo"" from their debut production. This quickly shot them into prominence and <a href=""https://www.last.fm/music/P-Square"">Read more on Last.fm</a>",83647,1275076,"[""D'Banj"", 'Flavour', 'Timaya', 'Davido', 'Wande Coal']"
Mika Mendes,"It must be hard, trying to start your own musical career, while your father is the famous Cape Verdian musician Boy gé Mendes. But Mika Mendes managed very well.

He made his debut as a zouk musician on the compilation “alliança” and has since sung on many compilation albums, like those of Philip Monteiro.

In 2005, he records the album Paulo & Mika (New style). A year later, he is contracted Nichols to take part on a Marcía abum.

They obviously love him in Portugal, where he received awards in 2007. <a href=""https://www.last.fm/music/Mika+Mendes"">Read more on Last.fm</a>",15768,199152,"['Elizio', 'Neuza', 'Vanda May', 'Denis Graça', 'Jamice']"
Kwamz & Flava," <a href=""https://www.last.fm/music/Kwamz+&+Flava"">Read more on Last.fm</a>",8170,58890,"['Bisa Kdei', 'Jaij Hollands', 'DotMan', 'GASMILLA', 'Selebobo']"
Nu Genea,"Nu Genea (formerly known as Nu Guinea) are a producer duo formed by the Neapolitan producers based in Berlin, Lucio Aquilina (keyboards) and Massimo Di Lena (programming). <a href=""https://www.last.fm/music/Nu+Genea"">Read more on Last.fm</a>",163865,2603775,"[""Pino D'Angiò"", 'Marco Castello', 'Mystic Jungle', 'Pino Daniele', 'Tonica & Dominante']"
Yta Jourias," <a href=""https://www.last.fm/music/Yta+Jourias"">Read more on Last.fm</a>",8698,28729,"['Aimé Orchis Mathey', 'Napo de Mi Amor', 'Toite Sandja', 'Adamah & Agbote', 'Roger Damawuzan']"
DJ Paparazzi,"A resident Dj at Dance at Arena in Hollywood. On the come up and played at the Electric Daisy Carnival on the so sweet stage in Los Angeles California. <a href=""https://www.last.fm/music/DJ+Paparazzi"">Read more on Last.fm</a>",2014,19602,"['Derick Banks', 'Dj Malick', 'DJ Snakes', 'DJ Kayel', 'HeartBeats Pro']"
Pasteur Lappe,"Pasteur Lappe is a funk artist from Douala, Cameroon. <a href=""https://www.last.fm/music/Pasteur+Lappe"">Read more on Last.fm</a>",32654,168468,"['Kiki Gyan', 'STEVE MONITE', 'Bosq', 'Nu Genea', 'Joni Haastrup']"
Kizomba Singers," <a href=""https://www.last.fm/music/Kizomba+Singers"">Read more on Last.fm</a>",474,3866,"['K-Pro', 'Kizomba Revelation 2017', 'Kizomba Brasil', 'Jennifer Dias', 'Daniel Santacruz']"
Aṣa,"Aṣa, Bukola Elemide (born September 1982), is a French-Nigerian singer and song-writer. She combines styles of funk, pop, reggae, jazz, folk and soul.

Aṣa (pronounced Aasha) means ""little hawk"". She was born in Paris to Nigerian parents, but after two years she moved with her parents to Nigeria and grew up in the capital of Lagos. Her music is thus linked to her time in Western Africa. Asa grew up under the influence of her father's record collection <a href=""https://www.last.fm/music/A%E1%B9%A3a"">Read more on Last.fm</a>",52196,755343,"['Ayọ', 'Obongjayar', 'Qing Madi', ""Y'akoto"", 'Fm Laeti']"
Puto Portugues," <a href=""https://www.last.fm/music/Puto+Portugues"">Read more on Last.fm</a>",2446,22263,"['Yuri Da cunha', 'Ivan Alekxei', 'Kyaku Kyadaff', 'Halison Paixão', 'Filho Do Zua']"
J. Martins," <a href=""https://www.last.fm/music/J.+Martins"">Read more on Last.fm</a>",12087,77492,"['Wizboyy', '9ice', 'May D', 'Styl-Plus', 'Durella']"
