artist_name,biography,listeners,playcount,similar_artist
Tinlicker,"Utrecht based duo Micha Heyboer and Jordi van Achthoven have been crafting their computerized soul together since 2013. And even during those early days they were no rookies, having individually honed their skills as part of world renowned drum 'n bass act Black Sun Empire (Heyboer) and as producer, songwriter and music editor for many artists (Van Achthoven).

All this previous experience showed from day one, resulting in an impressive string of highly mature and deeply emotive tracks. https://www.last.fm/music/Tinlicker",400799,5455006,Massane
Monsieur Periné,"Monsieur Periné, more than a musical group, is a creative project that was born out of the artistic and rhythmic exploration undertaken by Catalina Garcia, Santiago Prieto, Nicolas Junca and Camilo Parra in 2007. Today our project has grown and we have added the talent of three new members: Fabián Peñaranda, Miguel Guerra and Daniel Chebair. https://www.last.fm/music/Monsieur+Perin%C3%A9",285329,3734079,Juan Pablo Vega
Jack Back,"David Guetta puts the Jack Back rumors to rest by revealing that Jack Back is, indeed, his alias. The announcement comes paired with a 12-track mixtape that showcases a fresh side to Guetta's sonic palette and will serve as the second component to the his forthcoming studio album 7.

While known best for his commercial dance hits like ""Titanium"" with Sia, ""2U"" with Justin Bieber and much more, the French star's start in music belongs to a more underground sound. https://www.last.fm/music/Jack+Back",164798,893198,David Guetta
Sound of Legend,https://www.last.fm/music/Sound+of+Legend,104513,847917,Upsilone
Pedro Capó,"Pedro Capó (artistically also Capó) is a singer-songwrite from San Juan, Puerto Rico that debuted in 2007. He is the grandson of singer Bobby Capó.

Pedro Capó picked up the guitar at an early age and quickly demonstrated great virtue with the strings, even becoming the main voice of the group Marka Registrada.

Currently Pedro resides in New York City. Where he has starred in musical productions including: Apollo Theatre’s production of “The https://www.last.fm/music/Pedro+Cap%C3%B3",246331,2039085,Pablo Alborán
Keanu Silva,"Keanu Silva is a German house music producer and DJ.
He is best known for his track ""Fine Day"" released 27 July 2018 on HEXAGON (Don Diablo's label). https://www.last.fm/music/Keanu+Silva",118605,1023121,Don Diablo
BNJ,https://www.last.fm/music/BNJ,10434,42776,Dutchican Soul
Qodës,https://www.last.fm/music/Qod%C3%ABs,20409,167361,Unklfnkl
Mathame,"Mathame consists of the artists Amedeo and Matteo Giovanelli from Italy. They started their DJ collective in 2013, when they were based on the hills of the Italian volcano Etna. They often appear in shows that are organised by their label Afterlife. https://www.last.fm/music/Mathame",67425,575217,Agents Of Time
Yves V,"Yves V is one of the best growing DJ talents from the Benelux. He already played at events like Sensation, David Guetta in Concert, Mysteryland and so on .. Last summer the beats brought by Yves V were a standard at every big outdoor event. One to remember was definitely his memorable set at the mainstage of Tomorrowland! Nowadays Yves V is travelling around the globe. His remix of Insane Pressure was his breakthrough of already a list of his own productions ('Madagascar' Ft Dimitri Vegas & Like Mike & Angger Dimas https://www.last.fm/music/Yves+V",290115,2879854,R3hab
WINATI,https://www.last.fm/music/WINATI,32783,137176,Olympis
Tiwa Savage,"At the age of 16 Tiwa Savage was opportune to sing backup for George Michael. Before this opportunity, she was a member of her high school band, puffing on her trombone near the back of the orchestra. It was at this point that Savage gazed through the rows of musicians and realized that her destiny is to be positioned in the spotlight; singing in front of the orchestra.

A blossoming star, folks about town in London started to take notice and she was soon performing at local talent shows. https://www.last.fm/music/Tiwa+Savage",206948,2257406,Adekunle GOLD
Wizkid,"Ayodeji Ibrahim Balogun (born 16 July 1990), known professionally as Wizkid (sometimes stylized as WizKid), Wizzy, Big Wiz or Starboy, is a Nigerian singer and songwriter.[3] The recipient of received several international music award nominations and awards,[4] he began recording music at the age of 11 and managed to release a collaborative album with the Glorious Five, a group he and a couple of his church friends formed. Wizkid signed a record deal with Empire Mates Entertainment (E.M.E) in 2009. https://www.last.fm/music/Wizkid",576162,13840128,Asake
Davido,"Davido (born David Adeleke) is a performing and recording artiste and also a music producer. Davido was born in Atlanta GA, USA on November 21st to Mr And Mrs Adeleke and attended The British International School, Lagos. Travelling between the USA, the UK and Nigeria, Davido has experienced different cultures but still stays true to his roots and this is evident in his music and the people he considers his biggest influences musically, which include Don Jazzy, 2 Face idibia, Sound Sultan and Wande Coal. https://www.last.fm/music/Davido",282378,5722542,Olamide
Djodje,https://www.last.fm/music/Djodje,18234,257066,Landrick
Mr Eazi,"Oluwatosin Ajibade (born 19 July 1991), better known by his stage name Mr Eazi, is a Nigerian singer, songwriter, and entrepreneur. He is the pioneer of Banku music, a fusion sound he describes as a mixture of Ghanaian highlife and Nigerian chord progressions and patterns. Mr Eazi relocated to Kumasi in 2008 and enrolled at KNUST, where he began booking artists to perform at college parties. He showed interest in music after recording a guest verse on ""My Life"", a song that gained traction and became a popular record at KNUST. https://www.last.fm/music/Mr+Eazi",148197,1571047,Ycee
Harrysong,https://www.last.fm/music/Harrysong,8089,44041,Dr Sid
The Souljazz Orchestra,"When a band is called The Souljazz Orchestra, there is a certain expectation to uphold that name and to provide a sound that accompanies such a title; this band accomplishes just that and more. Hailing from Ottawa, The Souljazz Orchestra combine jazz, funk, African and Latin music while touching on politics and spirituality. Think - James Brown meets up with Tito Puente and they all hook up to jam at Fela Kuti's house.

Their versatile sound is in part due to the diverse musical backgrounds of the bands individual members: jazz https://www.last.fm/music/The+Souljazz+Orchestra",144528,1397940,Ebo Taylor
Ruff-N-Smooth,https://www.last.fm/music/Ruff-N-Smooth,4216,33753,Dr Sid
Eugy,https://www.last.fm/music/Eugy,32563,219080,Yung L
DjeuhDjoah,"DjeuhDjoah & Lieutenant Nicholson met at Nicholson's home studio ""triangle des Bermudes"" where they made their first opus full of jazzy afropean melopies. They are a New-school afro-pean soul and disco from Paris https://www.last.fm/music/DjeuhDjoah",42665,261698,The Bongo Hop
Master Jake,is real name jorge lima {lobito angola} https://www.last.fm/music/Master+Jake,17887,125726,C4 Pedro
Flavour,"1. Flavour (a.k.a Flavour N’Abania) is a high-life/soul/Hip-Hop Artist of Igbo origin from the eastern part of Nigeria, born Chinedu Okoli.  In 2010, Flavour’s “Uplifted” album was arguably the highest selling album across the country. This earned him a record deal with New York and Lagos-based Bad Beatz Records, a subsidiary of Def Jam Records. While “Uplifted” is still amassing more and more figures, he’s already looking forward to his next album (no title or release date yet). https://www.last.fm/music/Flavour",36749,504469,P-Square
Sarkodie,"Michael Owusu Addo (born July 10, 1985)[3] known professionally as Sarkodie (/sɑːrˈkɔːdiɛ/), is a Ghanaian rapper and entrepreneur from Tema.[4] His contributions to the Ghanaian music industry have earned him numerous accolades, including the Vodafone Ghana Music Award for ""Artiste of the Decade"". He was announced the first winner of BET's Best International Flow artist at the 2019 BET Hip Hop Awards.[5] He is also considered one of the major https://www.last.fm/music/Sarkodie",34606,3823544,King Promise
Timaya,"Inetimi Timaya Odon also known as Timaya is Nigerian singer from Bayelsa. He started from Port Harcourt as a teenager in Nkpolu Oroworukwo secondary school were he won so many awards in schools competitions and moved to Lagos at his parents request to stay with his elder sister and complete his secondary education. He schooled at Ikeja high school in Mafoluku, Lagos. He had some early collaborations with some underground artists and was a back up singer for Eedris Abdulkarem. https://www.last.fm/music/Timaya",57984,542902,Phyno
DREAM BOYZ,https://www.last.fm/music/DREAM+BOYZ,4922,41197,Landrick
Dele Sosimi,"Dele Sosimi (born Bamidele Olatunbosun Sosimi on 22 February 1963 in Hackney, London) is a Nigerian-British musician.

Sosimi's musical career began when he joined Fela Ransome Kuti & Africa 70 (1979–86). Sosimi then helped create Femi Anikulapo Kuti and the Positive Force with Femi Kuti, with whom he performed from 1986 to 1994. In both bands he was keyboard player, also musical director taking care of re-orchestrating and arranging music as well as handling the recruiting and training of new musicians. https://www.last.fm/music/Dele+Sosimi",42615,199450,Ebo Taylor
GASMILLA,https://www.last.fm/music/GASMILLA,3561,28430,Castro D’destroyer
Marumo,https://www.last.fm/music/Marumo,19107,77450,Harari
Bebi Philip,https://www.last.fm/music/Bebi+Philip,2314,17172,Serge Beynaud
Sergio Cremonese,https://www.last.fm/music/Sergio+Cremonese,479,1232,Stefano D
Jay Oliver,https://www.last.fm/music/Jay+Oliver,3354,24399,Yudi Fox
Wande Coal,"Born Wande Ojosipe on the 18th of October 1985, 1st child in a family of 2 children Wande like most great musicians started singing in the teenage choir at his church. he got his break in the Nigerian entertainment industry as a dancer. He continued improving his vocal skill and got signed to Don jazzy’s Mo’ Hits records in 2006. He featured on D’banj’s Rundown/Funk You up album on singles like; Loke, tonosibe and why me.
Being signed to Mo’ Hits records he is also a member of the Mo’ Hits allstars https://www.last.fm/music/Wande+Coal",107407,1580543,Olamide
Mykel Forever,https://www.last.fm/music/Mykel+Forever,805,4803,Elji Beatzkilla
Jennifer Dias,"Born in France a spring 1985, Jennifer Dias is transcended 
by the musical influences of his roots, Cape Verde. 
Cradled by the rhythms and Soul Funky vinyl of his father, 
She quickly developed a taste for music 
in all its forms. 
She takes dance lessons from the age of eight years and six years 
later she will take her first singing lessons. combine 
these two facets of the music world enchants and it shows as 
it feels! 
In 2003 she joined a Parisian music company as  https://www.last.fm/music/Jennifer+Dias",5017,52507,Elji Beatzkilla
